date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:33	49687/49687	---MCZ	200	added ('OK')	text/html	etag:%229a2b36-c217-56466ff735dad%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/carousel.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/carousel.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:34	48205/48205	---MCZ	200	added ('OK')	text/html	etag:%229a2b38-bc4d-56466ff7c5675%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/countdown.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/countdown.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:35	66532/66532	---MCZ	200	added ('OK')	text/html	etag:%229a2b3a-103e4-56466ff7cd374%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/forms.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/forms.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:35	57469/57469	---MCZ	200	added ('OK')	text/html	etag:%229a2b3b-e07d-56466ff807cea%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/gallery.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/gallery.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:35	54037/54037	---MCZ	200	added ('OK')	text/html	etag:%229a2b3d-d315-56466ff837a82%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/google-maps.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/google-maps.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:35	48334/48334	---MCZ	200	added ('OK')	text/html	etag:%229a2b3e-bcce-56466ffd57208%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/images.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/images.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:36	52467/52467	---MCZ	200	added ('OK')	text/html	etag:%229a2b3f-ccf3-56466ffc19c1d%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/list-group.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/list-group.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:36	96613/96613	---MCZ	200	added ('OK')	text/html	etag:%229a2b40-17965-56466ffc58413%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/market-social-buttons.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/market-social-buttons.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:36	51820/51820	---MCZ	200	added ('OK')	text/html	etag:%229a2b41-ca6c-56466ffc8144c%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/media.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/media.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:37	54583/54583	---MCZ	200	added ('OK')	text/html	etag:%229a2b42-d537-56466ffcb11e4%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/modal.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/modal.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:37	47941/47941	---MCZ	200	added ('OK')	text/html	etag:%229a2b43-bb45-56466ffcda21d%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/pagination.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/pagination.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:38	52682/52682	---MCZ	200	added ('OK')	text/html	etag:%229a2b44-cdca-56466ffd05196%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/pills.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/pills.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:38	52882/52882	---MCZ	200	added ('OK')	text/html	etag:%229a2b45-ce92-56466ffdaffd9%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/progress-bars.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/progress-bars.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:39	52881/52881	---MCZ	200	added ('OK')	text/html	etag:%229a2b46-ce91-56466ffda34bc%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/shop-items.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/shop-items.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
